cast_id,user_id,rating,normalized_rating
3274,0,4.4,-1.152677678280351
3274,5,4.8,0.4271682261495302
3274,7,4.9,0.8221297022570031
3274,8,4.9,0.8221297022570031
3274,13,4.8,0.4271682261495302
3274,15,4.6,-0.3627547260654121
3274,22,4.6,-0.3627547260654121
3274,24,4.8,0.4271682261495302
3274,34,5.0,1.2170911783644724
3274,37,4.5,-0.7577162021728815
3274,44,4.9,0.8221297022570031
3274,50,4.9,0.8221297022570031
3274,57,4.2,-1.9426006304952932
3274,58,4.2,-1.9426006304952932
3274,67,4.8,0.4271682261495302
3274,69,4.9,0.8221297022570031
3274,78,5.0,1.2170911783644724
3274,85,4.9,0.8221297022570031
3274,88,5.0,1.2170911783644724
3274,97,4.3,-1.5476391543878238
3274,98,5.0,1.2170911783644724
3274,99,4.7,0.0322067500420608
3274,123,5.0,1.2170911783644724
3274,130,4.9,0.8221297022570031
3274,136,4.8,0.4271682261495302
3274,143,4.7,0.0322067500420608
3274,144,4.9,0.8221297022570031
3274,147,4.8,0.4271682261495302
3274,160,4.9,0.8221297022570031
3274,167,4.8,0.4271682261495302
3274,170,4.9,0.8221297022570031
3274,171,4.8,0.4271682261495302
3274,172,4.7,0.0322067500420608
3274,181,4.5,-0.7577162021728815
3274,185,4.8,0.4271682261495302
3274,190,4.5,-0.7577162021728815
3274,193,4.6,-0.3627547260654121
3274,196,4.9,0.8221297022570031
3274,202,4.1,-2.3375621066027663
3274,207,4.9,0.8221297022570031
3274,213,4.4,-1.152677678280351
3274,216,5.0,1.2170911783644724
3274,219,4.9,0.8221297022570031
3274,233,5.0,1.2170911783644724
3274,235,4.6,-0.3627547260654121
3274,237,4.5,-0.7577162021728815
3274,252,5.0,1.2170911783644724
3274,272,4.8,0.4271682261495302
3274,283,4.8,0.4271682261495302
3274,290,4.9,0.8221297022570031
3274,299,4.4,-1.152677678280351
3274,300,4.9,0.8221297022570031
3274,307,4.7,0.0322067500420608
3274,309,4.9,0.8221297022570031
3274,328,4.5,-0.7577162021728815
3274,334,4.9,0.8221297022570031
3274,335,4.9,0.8221297022570031
3274,336,5.0,1.2170911783644724
3274,345,4.8,0.4271682261495302
3274,346,4.7,0.0322067500420608
3274,373,4.8,0.4271682261495302
3274,379,4.7,0.0322067500420608
3274,389,4.9,0.8221297022570031
3274,393,4.6,-0.3627547260654121
3274,399,4.8,0.4271682261495302
3274,407,4.6,-0.3627547260654121
3274,408,4.9,0.8221297022570031
3274,415,5.0,1.2170911783644724
3274,419,4.6,-0.3627547260654121
3274,420,5.0,1.2170911783644724
3274,440,5.0,1.2170911783644724
3274,451,4.9,0.8221297022570031
3274,460,4.8,0.4271682261495302
3274,473,4.6,-0.3627547260654121
3274,479,5.0,1.2170911783644724
3274,481,5.0,1.2170911783644724
3274,483,4.9,0.8221297022570031
3274,486,5.0,1.2170911783644724
3274,494,4.6,-0.3627547260654121
3274,497,4.2,-1.9426006304952932
3274,499,4.4,-1.152677678280351
3274,506,4.7,0.0322067500420608
3274,515,4.7,0.0322067500420608
3274,518,4.8,0.4271682261495302
3274,520,4.5,-0.7577162021728815
3274,522,5.0,1.2170911783644724
3274,535,4.8,0.4271682261495302
3274,540,4.6,-0.3627547260654121
3274,547,4.6,-0.3627547260654121
3274,556,4.8,0.4271682261495302
3274,558,5.0,1.2170911783644724
3274,562,4.6,-0.3627547260654121
3274,566,4.6,-0.3627547260654121
3274,578,4.9,0.8221297022570031
3274,580,4.6,-0.3627547260654121
3274,582,5.0,1.2170911783644724
3274,595,4.7,0.0322067500420608
3274,597,4.8,0.4271682261495302
3274,601,4.7,0.0322067500420608
3274,622,4.9,0.8221297022570031
3274,630,4.8,0.4271682261495302
3274,634,4.7,0.0322067500420608
3274,636,4.9,0.8221297022570031
3274,642,4.6,-0.3627547260654121
3274,643,4.8,0.4271682261495302
3274,655,4.2,-1.9426006304952932
3274,666,4.5,-0.7577162021728815
3274,675,5.0,1.2170911783644724
3274,679,4.6,-0.3627547260654121
3274,683,4.8,0.4271682261495302
3274,686,4.4,-1.152677678280351
3274,688,5.0,1.2170911783644724
3274,700,4.5,-0.7577162021728815
3274,702,4.4,-1.152677678280351
3274,704,4.9,0.8221297022570031
3274,705,4.9,0.8221297022570031
3274,712,4.8,0.4271682261495302
3274,714,4.8,0.4271682261495302
3274,725,4.8,0.4271682261495302
3274,730,4.9,0.8221297022570031
3274,737,4.8,0.4271682261495302
3274,747,4.9,0.8221297022570031
3274,751,4.4,-1.152677678280351
3274,761,4.7,0.0322067500420608
3274,763,4.6,-0.3627547260654121
3274,768,5.0,1.2170911783644724
3274,785,4.6,-0.3627547260654121
3274,787,5.0,1.2170911783644724
3274,789,4.8,0.4271682261495302
3274,802,4.6,-0.3627547260654121
3274,807,4.7,0.0322067500420608
3274,812,4.6,-0.3627547260654121
3274,815,4.8,0.4271682261495302
3274,818,5.0,1.2170911783644724
3274,822,4.9,0.8221297022570031
3274,826,4.8,0.4271682261495302
3274,830,4.7,0.0322067500420608
3274,837,4.5,-0.7577162021728815
3274,840,4.9,0.8221297022570031
3274,841,4.8,0.4271682261495302
3274,853,4.7,0.0322067500420608
3274,854,4.8,0.4271682261495302
3274,857,4.5,-0.7577162021728815
3274,865,4.7,0.0322067500420608
2342,0,4.4,-1.152677678280351
2342,3,5.0,1.2170911783644724
2342,34,4.9,0.8221297022570031
2342,48,4.8,0.4271682261495302
2342,200,5.0,1.2170911783644724
2342,253,4.5,-0.7577162021728815
2342,400,4.1,-2.3375621066027663
2342,461,4.6,-0.3627547260654121
2342,605,4.8,0.4271682261495302
2342,608,5.0,1.2170911783644724
2342,613,4.9,0.8221297022570031
2342,652,4.8,0.4271682261495302
2342,653,4.9,0.8221297022570031
2342,663,4.5,-0.7577162021728815
2342,749,5.0,1.2170911783644724
2342,841,4.8,0.4271682261495302
1043,0,4.4,-1.152677678280351
1298,0,4.4,-1.152677678280351
1298,194,4.1,-2.3375621066027663
1298,281,4.8,0.4271682261495302
1298,301,4.8,0.4271682261495302
1298,313,4.2,-1.9426006304952932
1298,326,4.6,-0.3627547260654121
1298,342,4.5,-0.7577162021728815
1298,368,4.4,-1.152677678280351
1298,456,4.4,-1.152677678280351
1298,495,4.9,0.8221297022570031
1298,516,4.5,-0.7577162021728815
1298,519,4.5,-0.7577162021728815
1298,527,5.0,1.2170911783644724
1298,532,4.5,-0.7577162021728815
1298,586,4.9,0.8221297022570031
1298,606,4.8,0.4271682261495302
1298,608,5.0,1.2170911783644724
1298,634,4.8,0.4271682261495302
1298,641,4.8,0.4271682261495302
1298,683,4.8,0.4271682261495302
1298,684,4.6,-0.3627547260654121
1298,841,4.8,0.4271682261495302
2806,0,4.4,-1.152677678280351
2454,0,4.4,-1.152677678280351
2454,23,5.0,1.2170911783644724
2454,174,4.8,0.4271682261495302
2454,218,5.0,1.2170911783644724
2454,231,5.0,1.2170911783644724
2454,236,5.0,1.2170911783644724
2454,279,4.8,0.4271682261495302
2454,282,4.9,0.8221297022570031
2454,331,5.0,1.2170911783644724
2454,348,4.8,0.4271682261495302
2454,383,4.5,-0.7577162021728815
2454,422,4.8,0.4271682261495302
2454,531,4.9,0.8221297022570031
2454,559,4.9,0.8221297022570031
2454,579,4.8,0.4271682261495302
2454,677,5.0,1.2170911783644724
2454,701,5.0,1.2170911783644724
2454,721,5.0,1.2170911783644724
2454,736,5.0,1.2170911783644724
2454,746,4.8,0.4271682261495302
2454,770,4.6,-0.3627547260654121
2454,795,5.0,1.2170911783644724
3166,0,4.4,-1.152677678280351
3166,23,5.0,1.2170911783644724
3166,170,4.9,0.8221297022570031
3166,174,4.8,0.4271682261495302
3166,200,5.0,1.2170911783644724
3166,216,4.9,0.8221297022570031
3166,218,5.0,1.2170911783644724
3166,231,5.0,1.2170911783644724
3166,236,5.0,1.2170911783644724
3166,279,4.8,0.4271682261495302
3166,282,4.9,0.8221297022570031
3166,331,5.0,1.2170911783644724
3166,334,5.0,1.2170911783644724
3166,348,4.8,0.4271682261495302
3166,422,4.8,0.4271682261495302
3166,531,4.9,0.8221297022570031
3166,559,4.9,0.8221297022570031
3166,674,4.8,0.4271682261495302
3166,677,5.0,1.2170911783644724
3166,701,5.0,1.2170911783644724
3166,736,5.0,1.2170911783644724
3166,746,4.8,0.4271682261495302
3166,795,5.0,1.2170911783644724
1009,0,4.4,-1.152677678280351
1009,23,5.0,1.2170911783644724
1009,88,5.0,1.2170911783644724
1009,174,4.8,0.4271682261495302
1009,200,5.0,1.2170911783644724
1009,231,5.0,1.2170911783644724
1009,236,5.0,1.2170911783644724
1009,279,4.8,0.4271682261495302
1009,282,4.9,0.8221297022570031
1009,331,5.0,1.2170911783644724
1009,334,5.0,1.2170911783644724
1009,348,4.8,0.4271682261495302
1009,490,4.4,-1.152677678280351
1009,559,4.9,0.8221297022570031
1009,674,4.8,0.4271682261495302
